"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","Polarity","Emotions","ProcessedText","Handle"
"2559","@SirRickAndrews Sorry to hear this Rick. It would have been handed into baggage services if found. For contact info… https://t.co/PLf7lPwawy",FALSE,0,"SirRickAndrews",2018-01-08 19:20:29,TRUE,"950442891515777026","950447132997283847","161884073","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","sorry to hear this rick it would have been handed into baggage services if found for contact info…","@baggage"
"2560","@sweep007 I'm very sorry to hear that Danielle. Please see https://t.co/94cSozbAXa under 'Lost property' and contac… https://t.co/MAbC3oKQQY",FALSE,0,"sweep007",2018-01-08 19:01:00,TRUE,"950433145589043201","950442229952335874","23417238","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","joy","im very sorry to hear that danielle please seeunder lost property and contac…","@baggage"
"2561","@Owen_C_Wright Sorry to hear this Owen. Please report this to the baggage desk and fill out a damage report. You ca… https://t.co/Ed9HtxlPks",FALSE,0,"Owen_C_Wright",2018-01-08 18:12:44,TRUE,"950429030158946305","950430080794275840","407259779","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","joy","sorry to hear this owen please report this to the baggage desk and fill out a damage report you ca…","@baggage"
"2562","@chloeee_jackson @easyJet This is terrible, Chloe! So sorry to see this. Please contact the baggage handler of Easy… https://t.co/JPdKcy3XYq",FALSE,0,"chloeee_jackson",2018-01-08 17:23:56,TRUE,"950416765187747840","950417801881247744","387870243","<a href=""http://www.obi4wan.nl/"" rel=""nofollow"">OBI4wan</a>","Schiphol",0,FALSE,FALSE,NA,NA,"negative","fear","this is terrible chloe so sorry to see this please contact the baggage handler of easy…","@baggage"
"2563","RT @mcal_87: An infant ticket for a baby to sit on my knee with no luggage allowance of their own is more expensive than an adult fare with…",FALSE,0,NA,2018-01-08 17:17:28,FALSE,NA,"950416175783202817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chughes15",1,TRUE,FALSE,NA,NA,"negative","unknown","an infant ticket for a baby to sit on my knee with no luggage allowance of their own is more expensive than an adult fare with…","@baggage"
"2564","An infant ticket for a baby to sit on my knee with no luggage allowance of their own is more expensive than an adul… https://t.co/o2xfWXntPm",FALSE,1,NA,2018-01-08 17:08:05,TRUE,NA,"950413813374967809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mcal_87",1,FALSE,FALSE,NA,NA,"negative","unknown","an infant ticket for a baby to sit on my knee with no luggage allowance of their own is more expensive than an adul…","@baggage"
"2565","@An_NHS_Nurse Sorry to hear this Kenny, we do have a one cabin bag limit and we also have a 90 cabin bag limit on e… https://t.co/MEtjGZzGMS",FALSE,0,"An_NHS_Nurse",2018-01-08 16:53:35,TRUE,"950387318090878976","950410164275941376","1611075188","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","sorry to hear this kenny we do have a one cabin bag limit and we also have acabin bag limit on e…","@baggage"
"2566","Haha!! Thanks for sharing! Mine was a result of trying to “combine items” for easyjet carry on baggage rules... <ed><U+00A0><U+00BD><ed><U+00B8><U+0085> https://t.co/XXM1XLApSj",FALSE,2,NA,2018-01-08 16:12:29,FALSE,NA,"950399819432058880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RobynJWomack",0,FALSE,FALSE,NA,NA,"negative","unknown","haha thanks for sharing mine was a result of trying to “combine items” for easyjet carry on baggage rules <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35>","@baggage"
"2567","@freshbins Sorry to hear you feel this way Peter. We have a one cabin bag policy. If you have purchased upfront/ext… https://t.co/KssnEEPnrj",FALSE,1,"freshbins",2018-01-08 13:20:00,TRUE,"950353332262129665","950356414211547137","87650087","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","sorry to hear you feel this way peter we have a one cabin bag policy if you have purchased upfrontext…","@baggage"
"2568","@FloraBBoutique Hi, yes this would be sports equipment and would need to go under large sports equipment 32kg if it… https://t.co/46UmhGweCx",FALSE,0,"FloraBBoutique",2018-01-08 12:06:00,TRUE,"950281110596079616","950337791472398336","2343493977","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","unknown","hi yes this would be sports equipment and would need to go under large sports equipment kg if it…","@baggage"
"2569","@tylerbeech That's a shame Tyler. Please follow the link to find a full list of telephone numbers &amp; email addresses… https://t.co/xbneg2lkmt",FALSE,0,"tylerbeech",2018-01-08 12:04:27,TRUE,"950319519704211456","950337402895241219","122132106","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","joy","thats a shame tyler please follow the link to find a full list of telephone numbers amp email addresses…","@baggage"
"2570","@charlottedubery I'm really sorry to hear that this happened Charlotte. Please see https://t.co/Ty8jbBcJkF and cont… https://t.co/U4laZ2euAW",FALSE,0,"charlottedubery",2018-01-08 09:48:31,TRUE,"950153840925577217","950303193652703232","57446531","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","joy","im really sorry to hear that this happened charlotte please seeand cont…","@baggage"
"2571","@angsbtw I am sorry to hear this,to report the damage to your bag this must be reported to our baggage service team… https://t.co/ip6ghgKCHe",FALSE,0,"angsbtw",2018-01-08 09:46:28,TRUE,"950138902693728256","950302674494377984","980823744","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","i am sorry to hear thisto report the damage to your bag this must be reported to our baggage service team…","@baggage"
"2572","@iKyle2017 I'm sorry to hear about this Kyle. You can check out this link https://t.co/z81mJmp2SK for info and our… https://t.co/oQVR8UaNCo",FALSE,0,"iKyle2017",2018-01-08 09:23:00,TRUE,"950192810774421504","950296771804254208","80677066","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","im sorry to hear about this kyle you can check out this linkfor info and our…","@baggage"
"2573","@GlxAdv I'm sorry to hear this, can you please DM me your booking reference, bookers name, email and PIR number so… https://t.co/TyT1xMRv9Y",FALSE,0,"GlxAdv",2018-01-08 08:37:24,TRUE,"950122832582922240","950285296679219200","2787081402","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","joy","im sorry to hear this can you please dm me your booking reference bookers name email and pir number so…","@baggage"
"2574","YoshNegrotaglie easyJet Apologies for the late reply, José, our feed is not monitored 24/7. We're very sorry to hea… https://t.co/ytGQHKF08M",FALSE,0,NA,2018-01-08 08:17:11,TRUE,NA,"950280207956676608",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","chauffeurUK1",0,FALSE,FALSE,NA,NA,"negative","sadness","yoshnegrotaglie easyjet apologies for the late reply josé our feed is not monitoredwere very sorry to hea…","@baggage"
"2575","@YoshNegrotaglie @easyJet Apologies for the late reply, José, our feed is not monitored 24/7. We're very sorry to h… https://t.co/ho4tHCOb6Y",FALSE,0,"YoshNegrotaglie",2018-01-08 08:16:31,TRUE,"949779922096181249","950280038502621184","556871503","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","STN_Airport",0,FALSE,FALSE,NA,NA,"negative","sadness","apologies for the late reply josé our feed is not monitoredwere very sorry to h…","@baggage"
"2576","RT @GlxAdv: @easyJet  it's been over 1 year, my lost baggage claim is still not been resolved ...",FALSE,0,NA,2018-01-07 21:53:23,FALSE,NA,"950123222619607040",NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",1,TRUE,FALSE,NA,NA,"neutral","unknown","its been overyear my lost baggage claim is still not been resolved","@baggage"
"2577","@easyJet  it's been over 1 year, my lost baggage claim is still not been resolved ...",FALSE,0,"easyJet",2018-01-07 21:51:50,FALSE,NA,"950122832582922240","38676903","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GlxAdv",1,FALSE,FALSE,NA,NA,"neutral","unknown","its been overyear my lost baggage claim is still not been resolved","@baggage"
"2578","@easyJet I have a flight coming up that someone else booked for me. How can I check if the booking has a hold bagga… https://t.co/GeYz5FiPA2",FALSE,0,"easyJet",2018-01-07 21:04:32,TRUE,NA,"950110930297376768","38676903","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rachypach168",0,FALSE,FALSE,NA,NA,"negative","unknown","i have a flight coming up that someone else booked for me how can i check if the booking has a hold bagga…","@baggage"
"2579","Finally made it to Austria, no thanks to @easyJet and @BristolAirport who made us queue for an hour and a half just… https://t.co/TdHpwtIFxc",FALSE,0,NA,2018-01-07 20:24:46,TRUE,NA,"950100920972533760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","southernguns",0,FALSE,FALSE,NA,NA,"positive","unknown","finally made it to austria no thanks toandwho made us queue for an hour and a half just…","@baggage"
"2580","@Neopog As long as it fits the size restrictions Nicky. See link - https://t.co/txwThOh3qG There are restrictions o… https://t.co/cbhyTnbfg8",FALSE,0,"Neopog",2018-01-07 18:46:28,TRUE,"950065198647463936","950076184875929601","31449485","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","unknown","as long as it fits the size restrictions nicky see linkthere are restrictions o…","@baggage"
"2581","@easyJet Hey, can you add hold baggage for just the outward journey of the flight?",FALSE,0,"easyJet",2018-01-07 18:08:07,FALSE,NA,"950066534881353730","38676903","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","StaceySixx",0,FALSE,FALSE,NA,NA,"neutral","unknown","hey can you add hold baggage for just the outward journey of the flight","@baggage"
"2582","@easyJet @vienna_airport What’s up with the extreme waiting line for the baggage drop off? Waiting for 20 min and t… https://t.co/vEnTEtKYZI",FALSE,0,"easyJet",2018-01-07 18:02:08,TRUE,NA,"950065028635426816","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","J_Kom_",0,FALSE,FALSE,NA,NA,"negative","unknown","what’s up with the extreme waiting line for the baggage drop off waiting formin and t…","@baggage"
"2583","@easyJet - Hi I am about to book flights and wondered as checked in baggage are we allowed to check in a pop up ten… https://t.co/zPXhpIkUNX",FALSE,0,"easyJet",2018-01-07 16:31:47,TRUE,NA,"950042288314609665","38676903","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Neopog",0,FALSE,FALSE,NA,NA,"positive","unknown","hi i am about to book flights and wondered as checked in baggage are we allowed to check in a pop up ten…","@baggage"
"2584","@jennieledwards A tonne of extra baggage, and on EasyJet too! Blimey, that'd cost! ;-)",FALSE,1,"jennieledwards",2018-01-07 15:28:27,FALSE,"950025705584234496","950026352589238273","86063568","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CruisingTheCut",0,FALSE,FALSE,NA,NA,"positive","unknown","a tonne of extra baggage and on easyjet too blimey thatd cost","@baggage"
"2585","Absolute chaos at @LDNLutonAirport with @easyJet check in. Having your employees shout ‘it’s not that hard’ isn’t g… https://t.co/1Zs8Kg7zxn",FALSE,4,NA,2018-01-07 13:53:27,TRUE,NA,"950002443055747072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EmHarrington91",0,FALSE,FALSE,NA,NA,"negative","unknown","absolute chaos atwithcheck in having your employees shout ‘it’s not that hard’ isn’t g…","@baggage"
"2586","The biggest automated baggage drop ~ EasyJet Gatwick North Terminal. https://t.co/TOpz3sk5GF via @greytravels",FALSE,0,NA,2018-01-07 13:04:05,FALSE,NA,"949990020785606656",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","greytravels",0,FALSE,FALSE,NA,NA,"positive","unknown","the biggest automated baggage dropeasyjet gatwick north terminal","@baggage"
"2587","@joannamanning87 You can add upfront or extra legroom seats to your booking through Manage bookings Joanna, or you… https://t.co/TafWM05ihr",FALSE,0,"joannamanning87",2018-01-07 12:15:00,TRUE,"949956471340634112","949977669285957632","95222050","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","unknown","you can add upfront or extra legroom seats to your booking through manage bookings joanna or you…","@baggage"
"2588","@franb66 You can take this in your hand luggage if you like Fran. You can check out this link… https://t.co/slNz5lmM5V",FALSE,0,"franb66",2018-01-07 11:53:07,TRUE,"949773890653442048","949972160910675970","490696255","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"positive","joy","you can take this in your hand luggage if you like fran you can check out this link…","@baggage"
"2589","@erinmcmonagle19 I'm sorry to hear that Erin, for more information on lost luggage click here:… https://t.co/KCYbPdAPxb",FALSE,0,"erinmcmonagle19",2018-01-07 11:36:37,TRUE,"949961867606315008","949968009476616193","117817882","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"negative","sadness","im sorry to hear that erin for more information on lost luggage click here…","@baggage"
"2590","@payellowright I'm sorry to hear this Peter. Please see the following link to information on this  -… https://t.co/LVCyrBICqh",FALSE,0,"payellowright",2018-01-07 11:24:00,TRUE,"949682078932721665","949964834556260353","312016866","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","easyJet",0,FALSE,FALSE,NA,NA,"neutral","joy","im sorry to hear this peter please see the following link to information on this…","@baggage"
